area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d1007,269,269,0,106,141,8,61,69,69,133,148,27,27,29,119,279,46
d1008,284,0,284,91,176,9,34,5,8,128,120,140,103,55,275,174,0
d1009,281,281,0,90,165,10,70,72,81,171,151,17,28,37,118,316,49
d1010,267,0,267,56,202,2,33,20,16,157,156,72,78,60,264,156,19
d1011,294,294,0,103,169,8,65,67,70,175,164,19,35,24,124,340,42
d1012,306,306,0,126,168,5,32,33,30,159,170,65,52,77,206,211,15
d1013,282,282,0,107,143,10,95,99,95,155,121,24,24,36,84,326,72
d1014,264,264,0,89,142,11,97,75,60,164,153,32,19,25,113,314,51
d1015,325,325,0,133,183,3,27,30,31,170,200,61,43,63,231,217,24
d1016,265,0,265,58,197,4,25,13,10,166,158,75,67,54,257,167,11
d1017,266,0,266,65,189,5,31,10,8,184,141,74,72,57,252,174,6
d1018,290,0,290,84,204,2,0,12,8,171,168,76,63,28,194,257,19
d1019,290,290,0,90,185,4,50,67,75,151,171,25,33,37,121,323,41
d1020,289,289,0,107,155,7,87,75,82,178,146,26,18,40,132,292,61
d1021,301,0,301,126,168,2,22,11,9,113,108,134,115,42,185,234,29
d1022,257,257,0,75,155,11,72,85,66,174,125,15,25,32,118,291,49
d1023,310,310,0,127,177,3,12,35,36,167,165,48,51,71,204,207,20
d1024,286,286,0,96,170,11,40,73,75,156,147,28,30,34,127,291,57
d1025,280,0,280,72,199,4,24,11,4,163,169,88,71,58,277,157,14
d1026,317,0,317,145,165,1,26,3,12,125,104,124,136,30,203,242,29
d1027,316,316,0,134,179,2,4,28,34,159,166,52,63,71,202,219,10
d1028,304,0,304,131,169,0,16,12,5,108,119,134,107,37,196,225,27
d1029,319,319,0,143,169,1,24,19,38,175,165,55,56,75,197,220,16
d1030,326,0,326,138,186,1,4,12,7,107,125,134,132,36,198,257,26
d1031,287,0,287,96,185,3,13,11,14,163,167,60,73,55,185,227,21
d1032,273,273,0,106,146,9,53,65,67,155,144,24,23,30,120,288,40
d1033,290,290,0,124,158,3,23,24,25,152,182,47,42,56,199,202,15
d1034,305,305,0,130,166,3,30,42,33,180,159,38,49,74,200,215,12
d1035,275,0,275,68,201,1,25,8,11,183,182,54,60,36,186,252,24
d1036,292,0,292,101,179,7,22,8,9,173,112,98,102,64,286,151,1
d1037,289,0,289,69,206,9,20,13,11,187,172,67,78,60,281,175,12
d1038,305,305,0,109,176,3,71,61,59,165,187,36,33,40,137,310,54
d1039,309,309,0,116,179,2,54,70,66,176,174,21,27,37,134,299,64
d1040,256,256,0,91,144,11,47,63,81,158,120,23,14,28,109,279,43
d1041,323,323,0,149,169,2,13,38,37,150,162,70,49,71,201,218,16
d1042,259,0,259,63,184,6,29,14,13,153,147,72,79,61,254,151,12
d1043,246,246,0,82,124,15,117,79,97,127,147,18,24,26,67,324,75
d1044,188,188,0,38,75,25,224,128,118,92,92,24,33,11,48,360,68
d1045,265,0,265,58,193,8,25,12,10,143,162,85,81,43,284,155,11
d1046,288,0,288,72,202,7,30,9,12,186,166,69,85,61,272,173,21
d1047,282,0,282,79,199,2,9,16,16,168,166,64,62,27,194,253,18
d1048,285,0,285,71,203,7,19,14,8,171,166,86,72,64,265,176,12
d1049,194,194,0,47,76,30,182,126,116,94,84,29,22,11,47,335,78
d1050,287,0,287,93,192,0,8,8,13,172,146,66,80,34,185,242,24
d1051,260,0,260,57,196,3,18,15,8,148,164,66,75,61,246,160,9
d1052,274,274,0,98,157,10,40,64,64,144,151,29,30,34,109,288,51
d1053,292,0,292,74,210,5,13,13,11,157,186,64,91,56,278,177,11
d1054,248,248,0,78,154,4,54,66,56,160,134,17,19,24,108,277,43
d1055,295,0,295,76,218,0,4,9,12,195,173,67,60,42,216,244,14
d1056,257,257,0,85,134,12,115,99,86,147,136,16,20,32,76,336,60
d1057,276,0,276,68,193,7,36,10,19,190,147,78,67,59,275,166,11
d1058,312,312,0,150,160,1,4,27,32,144,163,56,55,71,191,204,11
d1059,206,206,0,36,100,32,174,113,119,102,113,32,27,13,39,368,86
d1060,270,270,0,78,176,3,63,60,57,165,176,22,22,40,120,295,47
d1061,324,0,324,140,178,4,9,10,7,118,126,135,121,39,199,258,21
d1062,298,298,0,137,155,2,18,40,29,142,153,55,52,66,191,200,14
d1063,187,187,0,25,92,27,188,134,103,107,84,24,26,4,49,350,75
d1064,277,0,277,92,178,3,17,11,9,166,174,51,63,40,180,232,22
d1065,319,319,0,147,166,1,22,37,32,179,163,44,49,65,203,219,17
d1066,271,0,271,69,196,5,4,12,11,143,161,78,75,42,250,184,4
d1067,253,253,0,99,117,12,113,84,82,136,143,18,19,32,79,298,73
d1068,314,0,314,122,184,5,14,12,9,100,122,144,132,45,199,240,35
d1069,268,268,0,104,128,20,77,70,83,138,165,24,17,30,92,310,65
d1070,259,259,0,102,123,13,96,84,76,142,143,20,18,34,85,290,74
d1071,276,0,276,87,188,1,0,11,11,157,168,56,63,31,168,242,25
d1072,274,274,0,114,134,8,82,81,72,147,133,29,26,33,86,292,77
d1073,289,289,0,120,148,8,58,68,78,157,152,18,25,38,114,296,50
d1074,265,0,265,57,200,4,18,7,9,174,154,77,66,48,267,161,11
d1075,276,0,276,72,203,1,0,10,12,147,178,75,59,37,188,232,24
d1076,223,223,0,44,108,34,167,126,114,109,115,36,29,12,54,394,69
d1077,293,0,293,94,188,5,25,6,8,148,134,106,108,70,283,157,0
d1078,321,0,321,143,176,2,0,9,4,108,111,133,136,49,190,235,27
d1079,319,319,0,139,173,3,21,25,41,183,163,47,56,62,228,199,26
d1080,334,0,334,144,181,3,26,16,13,104,126,149,133,51,196,262,32
d1081,291,0,291,80,204,2,22,10,12,171,167,82,74,59,270,170,17
d1082,282,0,282,74,200,5,12,8,12,177,158,73,73,53,269,162,17
d1083,276,0,276,78,193,2,14,13,16,184,149,68,54,39,208,218,19
d1084,293,293,0,126,153,6,38,24,33,165,165,45,56,61,207,199,21
d1085,285,285,0,100,155,14,70,83,85,166,150,19,19,31,91,338,62
d1086,274,0,274,69,196,7,10,12,10,161,152,75,82,59,266,153,14
d1087,301,0,301,129,169,0,14,8,9,105,110,121,128,35,203,223,20
d1088,290,290,0,113,154,5,78,82,69,151,164,18,30,30,106,321,57
d1089,199,199,0,37,92,30,181,135,104,109,85,26,33,14,46,361,71
d1090,308,308,0,118,172,8,49,88,71,167,162,20,27,33,126,313,63
d1091,286,286,0,97,170,6,57,68,62,151,175,34,22,28,122,323,39
d1092,332,332,0,152,175,4,4,37,28,179,172,53,49,75,210,215,18
d1093,254,254,0,85,144,8,78,58,65,152,156,28,16,32,129,269,45
d1094,296,0,296,84,208,2,8,15,15,179,173,66,66,43,197,245,29
d1095,310,310,0,134,168,3,21,30,28,161,168,46,67,63,203,213,21
d1096,298,298,0,110,163,9,67,68,66,171,178,20,27,40,129,301,60
d1097,261,261,0,83,148,14,68,74,71,167,130,21,26,28,111,304,46
d1098,274,274,0,97,146,11,91,68,77,153,162,22,31,44,117,301,51
d1099,256,256,0,93,128,17,81,81,75,136,144,20,25,37,79,308,57
d1100,291,291,0,126,134,10,91,79,98,141,150,18,29,22,89,326,78
d1101,274,274,0,103,145,11,74,85,65,128,166,26,30,35,129,285,51
d1102,279,0,279,64,197,5,55,7,16,184,149,86,86,54,286,175,13
d1103,259,0,259,65,189,1,17,9,8,159,145,65,77,50,246,152,15
d1104,316,0,316,136,176,2,9,8,7,104,115,145,124,40,186,250,27
d1105,191,191,0,37,80,33,181,115,106,87,115,31,23,5,55,347,70
d1106,278,278,0,95,158,9,70,77,51,140,185,26,29,35,125,301,47
d1107,250,250,0,78,147,11,65,66,61,158,138,26,21,32,100,287,51
d1108,269,0,269,66,187,4,54,18,11,181,150,72,74,64,283,147,12
d1109,280,280,0,101,160,9,43,64,58,149,163,28,29,41,122,269,59
d1110,285,0,285,83,195,2,22,10,14,180,155,76,66,57,249,180,15
d1111,326,326,0,139,180,4,12,18,29,195,174,43,64,81,201,219,22
d1112,274,274,0,100,138,14,100,90,91,134,171,14,18,31,78,326,83
d1113,264,0,264,57,195,5,30,9,6,164,150,87,76,53,290,144,5
d1114,256,256,0,81,146,11,80,76,68,139,157,21,25,34,119,277,56
d1115,301,301,0,128,168,1,18,25,26,168,157,46,63,68,202,195,20
d1116,312,312,0,137,168,2,24,36,36,180,148,51,52,58,188,244,13
d1117,207,207,0,51,92,32,144,112,119,102,91,27,24,11,42,340,82
d1118,268,0,268,74,187,2,22,13,5,178,176,57,47,36,193,221,26
d1119,288,0,288,94,183,7,17,11,4,126,145,107,105,57,286,153,2
d1120,268,268,0,89,157,9,60,61,65,147,159,24,34,26,128,281,55
d1121,287,287,0,103,165,8,53,66,65,178,163,22,16,25,117,316,52
d1122,278,278,0,108,138,16,72,84,73,153,156,17,21,31,69,326,78
d1123,272,0,272,64,197,6,21,6,5,171,176,72,67,62,278,142,15
d1124,211,211,0,34,111,34,145,117,114,116,96,29,31,7,64,361,71
d1125,318,0,318,134,180,3,4,4,8,131,104,124,136,37,173,257,40
d1126,291,0,291,74,213,1,13,8,10,177,166,81,74,50,298,156,12
d1127,261,261,0,95,132,16,80,90,104,129,135,13,16,29,66,317,75
d1128,264,264,0,97,133,6,121,79,82,138,159,30,14,32,91,317,62
d1129,269,269,0,78,169,7,69,66,56,178,165,16,25,31,125,296,54
d1130,315,0,315,93,215,2,22,13,15,184,194,69,76,36,203,286,26
d1131,276,276,0,79,174,7,70,67,75,164,165,26,21,36,124,312,46
d1132,289,0,289,94,180,3,54,10,9,177,166,82,73,54,278,171,14
d1133,268,268,0,97,153,5,56,74,62,139,149,28,22,32,109,281,52
d1134,277,277,0,115,116,16,135,84,117,128,164,18,19,45,75,332,78
d1135,263,0,263,58,196,5,18,8,11,149,172,70,73,54,257,160,12
d1136,268,268,0,91,153,8,74,73,65,164,141,27,25,32,103,309,51
d1137,278,278,0,97,162,6,59,63,77,157,146,23,32,35,127,289,47
d1138,317,317,0,141,167,3,29,25,29,176,197,43,43,65,192,239,17
d1139,283,283,0,111,148,11,59,80,83,158,140,18,20,25,87,318,69
d1140,307,307,0,128,176,0,14,32,28,171,148,55,60,65,195,209,25
d1141,292,292,0,125,162,4,5,28,21,156,152,61,48,61,191,203,11
d1142,287,287,0,93,167,10,75,73,72,177,160,22,28,33,135,319,45
d1143,309,309,0,142,162,0,22,29,31,161,152,61,54,57,199,215,17
d1144,276,276,0,90,171,5,45,67,68,139,164,27,27,41,110,283,58
d1145,269,0,269,61,200,4,16,9,16,157,170,74,63,51,257,171,10
d1146,298,0,298,120,164,5,41,7,9,146,133,106,103,51,302,151,0
d1147,290,290,0,100,173,9,38,55,70,185,158,20,23,31,131,300,49
d1148,285,285,0,104,145,12,107,95,79,149,163,23,28,29,74,349,85
d1149,271,0,271,60,200,7,18,10,16,152,174,72,75,56,273,160,10
d1150,290,290,0,104,178,3,22,28,21,169,188,51,34,62,208,209,12
d1151,288,288,0,104,159,12,57,72,78,135,168,30,32,30,114,320,51
d1152,284,284,0,100,167,8,44,78,57,153,156,30,28,30,111,316,45
d1153,271,271,0,97,141,9,112,82,94,159,139,24,20,33,69,336,80
d1154,261,0,261,59,189,4,39,11,9,146,175,74,73,50,271,158,9
d1155,283,0,283,75,196,5,29,7,18,155,183,73,75,46,287,169,9
d1156,264,0,264,62,189,6,31,10,11,170,159,70,69,54,270,156,9
d1157,261,0,261,48,198,5,44,15,13,179,169,61,66,57,273,159,14
d1158,305,0,305,121,180,1,13,9,12,119,99,118,140,52,170,237,38
d1159,276,276,0,113,135,9,89,80,84,152,154,17,12,35,63,320,81
d1160,273,273,0,109,127,16,91,74,97,163,123,22,23,33,93,304,72
d1161,273,273,0,91,156,11,69,83,74,145,146,27,30,40,111,293,61
d1162,284,0,284,75,199,6,16,19,11,156,153,83,85,45,284,169,9
d1163,314,0,314,138,172,1,14,7,13,119,128,113,119,35,177,257,30
d1164,281,281,0,100,160,10,47,59,72,162,157,22,25,39,101,312,45
d1165,295,0,295,114,180,0,4,8,6,118,105,118,123,40,172,234,32
d1166,265,265,0,89,149,13,66,53,74,161,161,18,25,36,112,290,54
d1167,291,291,0,112,155,9,69,68,68,150,167,31,34,43,123,305,47
d1168,285,0,285,91,191,1,9,9,6,159,183,74,54,42,193,229,21
d1169,280,0,280,74,193,4,38,17,10,155,170,62,96,53,281,164,12
d1170,283,283,0,92,169,9,56,61,60,174,165,26,27,43,122,301,47
d1171,283,283,0,110,143,12,84,90,85,138,158,27,18,30,75,345,66
d1172,297,0,297,97,195,2,14,19,12,190,161,63,62,35,195,241,36
d1173,274,274,0,98,155,9,65,71,68,135,177,24,25,28,111,312,49
d1174,322,0,322,133,186,2,4,6,7,122,114,132,134,47,188,256,24
d1175,279,0,279,66,201,5,30,14,13,161,156,87,82,63,270,169,11
d1176,272,0,272,69,194,3,26,6,8,174,159,58,87,68,244,168,12
d1177,343,343,0,150,185,3,20,39,45,186,165,59,55,63,208,249,29
d1178,291,0,291,81,195,6,42,10,14,164,184,75,84,70,275,172,14
d1179,269,269,0,95,146,13,64,86,93,120,150,18,23,26,76,318,70
d1180,294,294,0,110,162,12,48,78,59,166,160,29,26,32,129,306,51
d1181,279,0,279,101,163,3,56,13,8,129,117,104,121,63,267,160,2
d1182,203,203,0,39,94,28,186,134,109,92,100,26,36,7,76,347,67
d1183,252,0,252,66,176,3,32,16,6,151,150,67,69,53,251,146,9
d1184,296,296,0,99,170,18,38,83,73,177,150,22,26,35,112,338,46
d1185,309,0,309,126,181,2,0,7,11,107,107,130,132,48,178,241,27
d1186,265,265,0,104,136,7,81,68,58,151,165,22,14,34,105,301,38
d1187,265,265,0,97,133,13,100,104,85,132,151,15,15,23,70,348,61
d1188,290,290,0,95,174,9,55,75,64,172,169,24,21,35,128,313,49
d1189,282,0,282,97,169,6,47,3,5,140,128,102,122,69,271,160,0
d1190,278,278,0,110,138,12,80,79,80,149,156,17,21,30,73,321,78
d1191,263,263,0,90,147,6,89,74,65,152,153,24,23,45,112,293,41
d1192,296,296,0,115,174,5,8,25,31,145,182,52,51,56,211,196,23
d1193,287,0,287,78,199,2,35,14,8,169,167,78,81,44,308,156,9
d1194,281,0,281,81,192,4,20,10,9,161,152,76,89,40,282,170,5
d1195,303,0,303,130,169,2,11,7,2,108,112,127,129,41,187,224,33
d1196,276,276,0,115,128,16,78,97,75,131,156,24,14,30,69,323,75
d1197,251,0,251,43,200,3,21,12,4,163,145,74,75,58,252,157,6
d1198,285,285,0,116,139,14,77,93,67,155,151,18,29,24,93,317,79
d1199,292,292,0,105,168,10,40,67,77,156,162,17,32,28,101,334,48
d1200,288,0,288,100,184,1,13,14,13,167,164,71,55,32,179,240,33
d1201,263,263,0,87,154,7,69,62,62,160,162,17,22,30,102,299,54
d1202,294,294,0,131,133,11,91,74,96,152,158,19,22,31,82,336,72
d1203,265,265,0,91,152,6,68,63,80,129,155,31,23,41,105,287,48
d1204,296,0,296,74,213,4,22,11,14,173,168,82,86,65,276,181,12
d1205,268,0,268,74,183,2,43,13,3,170,153,68,82,45,268,168,8
d1206,266,266,0,99,134,12,92,66,78,148,155,24,24,27,109,315,44
d1207,289,289,0,101,161,12,66,82,73,173,147,22,28,36,112,316,61
d1208,324,324,0,153,167,2,9,52,26,175,154,51,44,85,196,206,15
d1209,263,0,263,88,164,2,39,8,8,134,116,95,100,53,270,136,2
d1210,286,286,0,110,155,5,74,71,54,172,166,28,18,35,123,291,60
d1211,265,0,265,63,192,6,18,17,9,167,155,62,73,58,263,150,12
d1212,304,0,304,117,182,2,14,11,7,117,108,122,136,41,172,257,31
d1213,202,202,0,35,101,30,161,106,114,109,108,23,28,9,57,344,78
d1214,271,271,0,84,165,7,69,67,55,172,159,17,34,32,118,309,45
d1215,269,269,0,94,143,14,81,94,86,139,145,16,23,24,66,332,81
d1216,256,0,256,66,184,4,8,7,8,141,156,65,77,51,248,143,12
d1217,269,269,0,89,155,11,62,70,66,147,160,28,23,35,112,295,52
d1218,314,314,0,132,178,1,13,27,32,172,170,50,53,76,206,210,12
d1219,267,267,0,108,128,14,75,79,84,156,130,21,11,35,78,293,75
d1220,271,271,0,92,160,6,58,61,58,157,166,25,21,33,92,308,55
d1221,275,0,275,77,191,3,16,14,11,164,168,68,59,33,188,240,23
d1222,301,0,301,137,163,0,5,9,8,102,98,130,121,37,194,218,19
d1223,223,223,0,51,108,30,150,126,105,99,111,35,31,8,64,359,76
d1224,317,0,317,136,179,0,10,12,14,116,88,138,136,38,184,254,28
d1225,286,286,0,94,173,9,49,73,65,157,175,25,21,32,125,301,58
d1226,270,270,0,86,158,15,53,66,58,158,163,26,29,25,106,318,51
d1227,270,270,0,95,133,17,110,89,97,152,153,13,18,32,84,324,82
d1228,254,254,0,102,112,16,106,85,96,137,125,21,16,23,74,317,66
d1229,287,287,0,120,137,11,83,92,74,158,154,19,13,39,105,290,76
d1230,268,268,0,108,124,9,121,81,91,151,143,23,15,25,84,311,84
d1231,286,286,0,103,156,16,48,66,64,177,149,29,26,35,123,300,53
d1232,275,275,0,111,132,12,89,81,82,155,147,21,14,31,78,307,84
d1233,299,299,0,125,163,2,38,27,28,161,181,48,50,77,192,216,10
d1234,329,329,0,141,179,1,37,42,28,180,195,48,46,71,217,231,20
d1235,296,296,0,104,178,7,31,69,71,139,177,34,22,29,105,324,54
d1236,205,205,0,42,92,30,181,123,120,111,97,21,25,7,62,352,76
d1237,289,289,0,121,131,21,70,89,75,152,156,17,27,30,95,320,71
d1238,269,0,269,66,196,5,9,13,14,167,147,65,76,56,251,160,15
d1239,275,0,275,67,195,5,36,13,13,157,175,71,79,59,274,166,9
d1240,282,282,0,103,146,18,68,77,65,151,174,25,25,43,121,304,49
d1241,272,0,272,62,200,4,24,9,8,171,151,87,72,66,264,156,12
d1242,260,260,0,84,154,11,53,69,77,138,148,22,24,23,119,296,40
d1243,310,0,310,125,182,0,14,10,8,106,125,126,128,35,188,254,26
d1244,294,0,294,94,195,1,17,10,14,150,193,63,74,51,190,236,27
d1245,310,310,0,136,166,3,23,35,34,163,167,49,52,66,209,203,22
d1246,293,293,0,116,140,16,91,89,83,158,160,24,21,38,90,329,78
d1247,315,0,315,132,178,2,13,7,8,123,100,133,136,50,197,233,27
d1248,269,0,269,74,185,4,26,8,7,168,148,75,76,70,242,163,7
d1249,268,0,268,63,196,3,29,11,9,155,164,77,77,61,273,152,7
d1250,286,286,0,120,160,2,17,29,27,136,155,58,58,54,186,202,21
d1251,300,300,0,104,167,13,69,66,73,177,180,25,25,34,114,350,48
d1252,308,308,0,102,188,5,60,62,73,170,198,21,29,44,146,326,37
d1253,289,0,289,56,222,6,23,15,16,178,180,74,78,58,320,151,12
d1254,257,257,0,94,130,6,116,76,99,134,143,19,17,32,75,309,72
d1255,277,277,0,120,121,14,97,96,72,147,139,19,28,27,76,322,76
d1256,291,0,291,108,166,7,50,9,4,143,122,125,108,69,295,145,2
d1257,284,284,0,96,162,11,66,72,69,168,160,24,26,38,119,310,52
d1258,282,0,282,71,203,2,25,8,10,162,166,85,77,54,259,184,11
d1259,288,288,0,90,179,8,47,77,66,176,146,27,27,30,122,317,50
d1260,225,225,0,53,107,25,171,130,121,116,88,28,30,5,64,371,73
d1261,292,0,292,85,202,3,9,9,13,165,181,80,59,36,191,252,28
d1262,321,321,0,133,184,0,18,41,37,160,170,61,50,71,206,223,19
d1263,283,0,283,105,175,2,4,11,8,123,106,102,115,38,173,220,34
d1264,324,0,324,145,177,1,5,8,15,135,99,115,135,35,194,243,35
d1265,308,308,0,135,167,0,25,27,29,170,171,51,46,79,192,208,15
d1266,278,0,278,64,209,1,21,12,8,160,171,80,75,48,285,161,12
d1267,297,0,297,108,185,2,8,4,5,124,111,111,137,45,194,232,21
d1268,282,282,0,106,150,6,88,88,60,171,150,19,24,26,108,333,45
d1269,294,294,0,106,171,5,54,66,76,144,164,42,25,35,130,299,53
d1270,287,287,0,128,126,17,77,85,84,153,142,21,23,34,92,305,77
d1271,196,196,0,45,80,30,179,126,99,98,88,34,29,4,66,326,78
d1272,282,282,0,86,178,9,42,67,64,154,170,23,33,39,132,288,52
d1273,232,232,0,44,125,31,138,133,113,108,115,27,29,9,49,383,84
d1274,321,321,0,157,162,1,4,31,31,157,169,50,50,61,193,207,27
d1275,263,263,0,101,123,15,111,92,92,136,148,18,17,38,72,330,63
d1276,287,287,0,97,175,5,48,53,80,147,180,32,18,40,117,307,46
d1277,274,0,274,55,212,3,16,9,14,184,152,71,74,63,262,170,9
d1278,312,0,312,106,200,2,19,17,16,182,165,70,81,37,224,250,20
d1279,289,289,0,141,143,2,12,31,29,139,157,38,51,47,173,209,16
d1280,284,284,0,132,146,4,9,18,26,162,148,38,53,52,190,187,16
d1281,293,293,0,115,161,5,57,58,71,171,162,24,23,40,122,286,61
d1282,301,301,0,124,170,0,29,39,40,178,155,41,40,77,184,219,13
d1283,295,0,295,89,201,1,18,13,15,183,178,64,59,50,185,261,16
d1284,323,0,323,118,199,2,17,5,5,128,158,116,127,63,289,182,5
d1285,265,0,265,54,200,4,32,9,10,147,181,79,72,56,274,160,8
d1286,299,0,299,128,165,1,26,5,9,123,109,109,132,44,185,238,20
d1287,276,276,0,109,134,11,95,98,81,139,141,23,23,22,86,311,86
d1288,285,0,285,80,202,0,14,13,12,172,179,62,60,32,184,258,24
d1289,274,0,274,70,197,6,5,10,14,157,152,70,84,56,259,159,13
d1290,279,0,279,105,160,4,44,11,5,143,114,115,93,57,280,142,2
d1291,286,286,0,112,154,11,40,56,62,158,165,29,23,41,89,308,55
d1292,277,277,0,104,150,7,70,66,72,170,152,19,16,40,114,285,56
d1293,265,265,0,79,158,10,78,81,74,158,149,21,20,34,103,304,62
d1294,287,0,287,115,160,3,41,9,8,117,141,103,107,58,271,154,2
d1295,255,255,0,81,146,11,77,70,68,151,149,25,20,30,106,299,48
d1296,290,290,0,95,169,10,69,61,74,183,163,25,26,35,126,318,53
d1297,273,0,273,69,190,6,36,13,5,166,168,73,78,54,269,172,8
d1298,208,208,0,33,103,28,194,126,140,95,92,36,28,13,52,369,83
d1299,259,259,0,99,138,7,68,57,68,153,136,27,23,29,118,263,54
d1300,291,291,0,118,170,1,9,19,28,151,171,44,57,71,183,206,10
d1301,263,263,0,112,118,10,104,93,90,131,133,20,15,27,94,295,66
d1302,311,0,311,112,192,3,17,4,7,131,108,125,147,57,175,263,27
d1303,292,292,0,108,148,17,80,103,79,151,155,26,21,38,84,336,77
d1304,297,297,0,116,162,8,50,64,82,153,158,22,35,35,132,298,49
d1305,259,0,259,70,181,2,26,10,10,143,149,83,69,46,252,152,14
d1306,346,346,0,165,181,0,0,34,31,185,171,57,49,78,210,221,18
d1307,318,0,318,143,171,1,13,11,11,107,123,119,130,53,178,240,30
d1308,257,257,0,92,126,15,107,90,78,140,158,20,10,32,91,309,64
d1309,272,272,0,92,156,13,47,62,65,159,156,19,29,36,111,296,47
d1310,270,0,270,63,200,4,14,12,14,174,169,57,63,39,180,250,20
d1311,301,0,301,70,222,2,33,8,11,188,188,74,84,58,304,179,12
d1312,304,0,304,86,215,2,4,13,16,198,185,55,59,37,207,260,22
d1313,303,0,303,142,158,1,9,7,10,100,101,132,120,50,185,213,22
d1314,306,306,0,130,143,16,80,98,109,155,141,14,27,25,91,349,79
d1315,296,296,0,118,168,3,36,45,29,162,169,51,43,59,187,235,18
d1316,274,274,0,113,127,15,91,99,81,138,148,17,20,31,90,310,72
d1317,304,0,304,95,199,5,22,13,11,133,123,138,112,59,283,188,0
d1318,197,197,0,45,80,35,171,114,109,93,101,30,34,5,61,350,65
d1319,281,281,0,93,162,12,63,72,67,160,169,32,16,37,105,313,61
d1320,291,0,291,82,203,3,13,18,7,172,175,74,64,34,196,251,29
d1321,267,0,267,61,196,2,34,12,10,163,165,70,73,66,260,157,10
d1322,284,0,284,86,192,2,16,12,11,167,182,61,59,38,210,221,23
d1323,198,198,0,33,92,28,199,122,110,98,100,33,37,5,56,367,72
d1324,337,337,0,165,166,3,13,29,29,179,178,53,51,68,224,212,15
d1325,272,0,272,65,204,1,10,9,11,189,171,50,56,45,201,219,21
d1326,175,175,0,24,81,28,186,127,119,82,86,27,15,4,57,319,76
d1327,286,286,0,104,159,9,59,60,72,171,149,26,30,39,139,290,40
d1328,240,0,240,45,187,2,26,9,8,147,139,72,76,50,248,149,4
d1329,276,0,276,71,200,2,15,8,11,139,168,87,79,39,291,151,11
d1330,335,335,0,162,169,1,12,26,34,171,176,55,53,57,204,239,15
d1331,273,273,0,83,168,7,72,71,72,155,163,33,18,25,96,338,53
d1332,290,290,0,112,154,7,74,71,87,147,178,17,15,30,78,335,72
d1333,260,260,0,88,146,8,77,67,74,145,151,21,23,40,112,271,58
d1334,284,0,284,85,195,2,10,11,15,170,175,71,49,37,194,237,23
d1335,289,289,0,105,161,7,75,73,71,169,164,26,20,41,126,313,43
d1336,318,0,318,140,176,1,4,2,11,118,121,131,116,38,175,247,39
d1337,271,0,271,63,196,7,21,9,7,140,183,73,85,48,291,149,9
d1338,297,297,0,107,168,10,55,72,75,185,148,19,29,41,125,316,46
d1339,256,256,0,87,150,3,74,58,72,156,141,20,23,26,116,271,57
d1340,261,0,261,67,180,6,36,10,17,147,168,67,72,53,266,147,15
d1341,268,0,268,69,188,5,31,11,9,168,135,88,80,59,262,161,9
d1342,209,209,0,42,99,29,175,120,117,88,109,41,27,12,52,348,90
d1343,285,0,285,98,173,5,40,9,11,130,106,132,111,61,274,162,2
d1344,294,0,294,111,174,4,22,13,9,132,124,119,96,56,282,150,5
d1345,326,326,0,157,162,2,21,31,39,170,178,43,47,70,211,210,17
d1346,288,288,0,124,157,1,27,31,24,151,173,48,41,69,179,210,10
d1347,269,0,269,84,180,1,17,6,7,165,158,72,56,29,192,222,21
d1348,299,0,299,78,214,2,21,16,9,151,206,69,82,65,282,173,13
d1349,247,247,0,92,124,10,99,63,92,143,137,17,17,27,67,296,79
d1350,311,0,311,105,204,2,0,9,12,178,184,76,60,32,211,247,29
d1351,302,302,0,129,141,15,74,88,97,176,136,13,20,32,91,327,80
d1352,250,250,0,81,150,8,53,48,56,170,143,22,19,33,102,263,60
d1353,322,0,322,140,179,1,8,13,9,117,137,102,131,45,190,243,31
d1354,285,285,0,96,167,10,53,62,64,176,166,22,23,30,120,304,59
d1355,202,202,0,40,83,33,202,126,122,109,100,22,28,7,66,351,83
d1356,281,0,281,116,144,5,70,6,8,118,144,112,101,57,275,156,1
d1357,318,318,0,149,164,1,18,36,34,169,170,50,39,74,189,215,20
d1358,263,0,263,59,195,2,30,8,13,173,154,71,66,61,241,176,7
d1359,249,249,0,91,118,16,113,103,91,131,125,21,17,41,86,287,74
d1360,318,0,318,134,180,2,10,10,8,105,125,136,126,32,188,266,24
d1361,309,0,309,123,178,4,18,8,10,150,133,111,97,56,281,170,2
d1362,252,252,0,99,118,12,101,71,91,138,138,19,15,28,76,295,73
d1363,287,0,287,106,164,6,47,7,5,155,120,105,107,57,261,177,4
d1364,340,340,0,166,168,3,13,23,27,190,169,59,56,71,228,200,25
d1365,280,280,0,87,169,6,78,61,70,176,156,33,25,39,133,292,57
d1366,268,268,0,92,145,9,99,78,97,145,150,22,16,25,92,310,81
d1367,296,296,0,129,144,8,65,74,73,154,158,22,25,30,127,302,47
d1368,279,279,0,98,152,17,60,66,70,183,153,23,18,37,115,307,54
d1369,264,0,264,54,196,7,29,6,14,154,177,59,86,54,272,160,10
d1370,267,267,0,108,118,15,120,94,74,151,156,20,14,33,87,305,84
d1371,302,0,302,96,203,1,10,13,13,182,182,68,57,36,204,251,24
